Að ég sé byrjuð nýtt líf.	Vigdís_Grímsdóttir
Ég kinkaði kolli í gættinni.	Andrés_Indriðason
Heiðarlega vinnandi manneskja.	Vigdís_Grímsdóttir
Og afturförin hélt áfram.	Sigmundur_Ernir_Rúnarsson
Raddirnar dynja á mér.	Vigdís_Grímsdóttir
Hafa alltaf verið það.	Vigdís_Grímsdóttir
Ég tíu og Dadda fimm.	Guðlaug_Richter
Nei, ég fer einn!	Andrés_Indriðason
Ekkert óheilnæmt á erindi í húsið.	Vigdís_Grímsdóttir
„Það var nú verri sagan“ 	Guðlaug_Richter
Ég ligg á gólfi.	Vigdís_Grímsdóttir
Ekki frekar en ég.	Andrés_Indriðason
Hún hefur breyst.	Vigdís_Grímsdóttir
Söfnum orku fyrir vikuna.	Vigdís_Grímsdóttir
Kettir Gerðar eru vinalegir.	Elín_Pálmadóttir
Einhver kaflaskil í lífi okkar.	Sigmundur_Ernir_Rúnarsson
Fjallið titrar.	Andrés_Indriðason
Mér dytti það beinlínis ekki í hug.	Ólafur_Jóhann_Ólafsson
Það fannst mér líka.	Lena_og_Árni_Bergmann
Nýr læknir í hverri ferð.	Sigmundur_Ernir_Rúnarsson
Heyrðu Aggi minn.	Andrés_Indriðason
En pabbi var nú fullorðinn maður.	Guðlaug_Richter
Virðist alveg örmagna.	Elín_Pálmadóttir
Fjórum sinnum?	Ólafur_Jóhann_Ólafsson
Ég er fyrir gamla kalla.	Vigdís_Grímsdóttir
Þeir hverjir?	Andrés_Indriðason
Ég reyndi líka í morgun.	Ólafur_Jóhann_Ólafsson
Hún er hátt verðlögð.	Vigdís_Grímsdóttir
Hvernig tilraun hennar mistókst.	Vigdís_Grímsdóttir
Þetta gladdi Gerði.	Elín_Pálmadóttir
Hann sýpur ekki hveljur.	Vigdís_Grímsdóttir
Þetta voru mér einföld sannindi.	Vigdís_Grímsdóttir
Við höllum okkur að veggjunum.	Vigdís_Grímsdóttir
Get ekki legið á gægjum.	Vigdís_Grímsdóttir
Átti erfitt með að sitja kyrr.	Vigdís_Grímsdóttir
Eitthvað annað en mold.	Vigdís_Grímsdóttir
Það hafi runnið á hann æði.	Vigdís_Grímsdóttir
Þær finnast líka yngri, segir hún.	Vigdís_Grímsdóttir
Umvafin óhljóðum.	Sigmundur_Ernir_Rúnarsson
Að hún eigi ekki að bera fötuna.	Vigdís_Grímsdóttir
Þú átt ennþá eftir níu stundir Ísbjörg.	Vigdís_Grímsdóttir
ég er heldur ekki með krónu.	Andrés_Indriðason
Hrukkurnar djúpar í enninu.	Vigdís_Grímsdóttir
Það var logn, svo að myllurnar hvíldust.	Ólafur_Jóhann_Ólafsson
Toga í hárið á honum.	Vigdís_Grímsdóttir
En þú breiðir þig yfir mig.	Vigdís_Grímsdóttir
Það fór því notaleg tilfinning um mig.	Eðvarð_Ingólfsson
Flugan var hætt að suða.	Andrés_Indriðason
Ekki það nei?	Þórarinn_Eldjárn
En það mæta þeim engin orð.	Vigdís_Grímsdóttir
„Hverjir?“ 	Ólafur_Jóhann_Ólafsson
Hún var þakklát.	Ólafur_Jóhann_Ólafsson
Hvaða klór?	Andrés_Indriðason
Bý til engil í snjóinn.	Vigdís_Grímsdóttir
Hún vissi ekki hve gamall hann var.	Guðlaug_Richter
Getur ekki staðið.	Vigdís_Grímsdóttir
Fnæsir ekki.	Vigdís_Grímsdóttir
Býr um sig.	Vigdís_Grímsdóttir
Hún lagði prikið frá sér.	Andrés_Indriðason
Taflfélag var á Eskifirði á tímabili.	Eðvarð_Ingólfsson
Veistu hver þetta er?	Andrés_Indriðason
Þínar eru reglurnar.	Vigdís_Grímsdóttir
Hef bara aldrei haft efni á því.	Vigdís_Grímsdóttir
Mér stendur á sama hvað hún gerir.	Vigdís_Grímsdóttir
En þær vita ekkert.	Vigdís_Grímsdóttir
Átti þetta að heita einhver lækning?	Sigmundur_Ernir_Rúnarsson
Og hann hafði rétt fyrir sér.	Guðlaug_Richter
Ævarandi frelsi.	Vigdís_Grímsdóttir
Ég er Ísbjörg.	Vigdís_Grímsdóttir
Er þetta hennar dagur?	Sigmundur_Ernir_Rúnarsson
En ég er lítil.	Vigdís_Grímsdóttir
Má bjóða þér?	Andrés_Indriðason
Nú, ég gerði það.	Andrés_Indriðason
Flögraði hérna um.	Andrés_Indriðason
Hróður hans fór víða í þeim efnum.	Eðvarð_Ingólfsson
Syndi í honum einsog selur.	Vigdís_Grímsdóttir
Engu munar.	Vigdís_Grímsdóttir
Ég fann Guð.	Andrés_Indriðason
Þú veist hvernig fór með fæturna.	Sigmundur_Ernir_Rúnarsson
Hún andvarpaði þunglega.	Andrés_Indriðason
Við erum bara tvö.	Andrés_Indriðason
„Þetta er Engilbert frændi minn“ tilkynnti hann.	Guðlaug_Richter
Spyr hvert hún sé að fara.	Vigdís_Grímsdóttir
Svolítið riðandi, jú.	Sigmundur_Ernir_Rúnarsson
Það veit ég ekki.	Vigdís_Grímsdóttir
Að gera barninu sínu þetta!	Sigmundur_Ernir_Rúnarsson
En ekki jafn löng.	Vigdís_Grímsdóttir
Og um leið svo undarlega gott.	Andrés_Indriðason
sagði hann svo og skellti upp úr.	Andrés_Indriðason
Ég skreið fram úr.	Vigdís_Grímsdóttir
Og hélt áfram:	Andrés_Indriðason
Hann hristir sig allan.	Vigdís_Grímsdóttir
Það má hún ekki halda.	Vigdís_Grímsdóttir
Söngvarnir vella:	Vigdís_Grímsdóttir
Ég kipptist við og saup hveljur.	Andrés_Indriðason
Brunar lest til Búkarest	Lena_og_Árni_Bergmann
Hann kom úr felum.	Andrés_Indriðason
Læra að stjórna þeim.	Vigdís_Grímsdóttir
Hvíslar því að hún óttist ekkert.	Vigdís_Grímsdóttir
Hann brosti líka og kinkaði kolli.	Andrés_Indriðason
Friðrik lauk upp dyrunum.	Ólafur_Jóhann_Ólafsson
Ekkert mál.	Andrés_Indriðason
Þú ert aldeilis heppin.	Andrés_Indriðason
Spurninni Miklu.	Ólafur_Jóhann_Ólafsson
Hún er þreytt.	Vigdís_Grímsdóttir
Það er líka fínna þar.	Andrés_Indriðason
Hendurnar undir hausinn.	Vigdís_Grímsdóttir
Trésmiður tekur málið og sendir Gerði.	Elín_Pálmadóttir
Ég sá sjálfa mig fullorðna.	Vigdís_Grímsdóttir
Ég mana þig að hoppa yfir.	Lena_og_Árni_Bergmann
Hver dagur hafði sitt ákveðna mið.	Eðvarð_Ingólfsson
Réttu mér spaðann!	Andrés_Indriðason
Einhvern tíma verða blöðin mörgum sinnum fleiri.	Vigdís_Grímsdóttir
Hagvön hér eins og eðlilegt var.	Andrés_Indriðason
það væri svo sem ekkert verra.	Andrés_Indriðason
Og lagðist í rúmið.	Lena_og_Árni_Bergmann
Verst þykir því dísæt lyktin af lifur.	Vigdís_Grímsdóttir
Allur yfir henni einsog fjall.	Vigdís_Grímsdóttir
Og hólf opnaðist.	Vigdís_Grímsdóttir
Hvítar og bláar flyksur.	Vigdís_Grímsdóttir
ÉG SAGÐI AÐ ÞIÐ VÆRUÐ ÞJÓFAR.	Andrés_Indriðason
Þakka þér fyrir Pétur, segi ég tómlega.	Vigdís_Grímsdóttir
Elskar hún þig?	Ólafur_Jóhann_Ólafsson
Ég held áfram að stara.	Vigdís_Grímsdóttir
Hún heyrði að Gamli svaf.	Guðlaug_Richter
Indverjinn var spenntur.	Ólafur_Jóhann_Ólafsson
Vekja von mína þrátt fyrir allt.	Vigdís_Grímsdóttir
Hann rígheldur henni upp við sig.	Vigdís_Grímsdóttir
Ég ýti honum í áttina að dyrunum.	Vigdís_Grímsdóttir
Fann augu hennar á mér.	Andrés_Indriðason
Hún þurfi ekki að óttast það.	Vigdís_Grímsdóttir
spyr ég þá sjálfan mig.	Ólafur_Jóhann_Ólafsson
„Pabbi stakk upp á því“ útskýrði Vala.	Guðlaug_Richter
Búið hvað!	Vigdís_Grímsdóttir
Hún er föl einsog marmari.	Vigdís_Grímsdóttir
Ólafur er nú látinn.	Eðvarð_Ingólfsson
Allt gekk eftir.	Vigdís_Grímsdóttir
Fyrr en svo löngu seinna.	Sigmundur_Ernir_Rúnarsson
Nálægt bakhlið skálans stóðu tvær minni byggingar.	Guðlaug_Richter
Hefur enga eirð í sér til þess.	Vigdís_Grímsdóttir
Þar sé varðveisla tungunnar efst á blaði.	Steinunn_Sigurðardóttir
Skúturnar komu yfirleitt heim í ágúst.	Steinunn_Sigurðardóttir
Óþekk en einstök.	Sigmundur_Ernir_Rúnarsson
Brýst um.	Vigdís_Grímsdóttir
Með henni var allt mögulegt.	Vigdís_Grímsdóttir
Bara hvísl.	Vigdís_Grímsdóttir
Afþvíað hann er dauður fyrir mér.	Vigdís_Grímsdóttir
ef þeir færu að elta okkur?	Andrés_Indriðason
sagði Dadda.	Guðlaug_Richter
En ég er ekki lengur ein.	Vigdís_Grímsdóttir
En það reynist vera meira.	Elín_Pálmadóttir
Velunnari hans brosti.	Ólafur_Jóhann_Ólafsson
Og borgar, segja þeir og kyssa.	Vigdís_Grímsdóttir
Sem betur fer?	Andrés_Indriðason
Frá fyrstu tíð.	Ólafur_Jóhann_Ólafsson
Þetta var alveg svimandi!	Andrés_Indriðason
Sér aðeins ána.	Vigdís_Grímsdóttir
Að kyrja.	Vigdís_Grímsdóttir
Flaug yfir holtið.	Andrés_Indriðason
Stjáni minn.	Guðlaug_Richter
Snýr á hann.	Vigdís_Grímsdóttir
Tilbúnir að rífa í sig hugsunina.	Vigdís_Grímsdóttir
Hann tekur jafnvel sárustu þjáninguna frá oss.	Lena_og_Árni_Bergmann
Þú verður að venja þig af forvitni.	Vigdís_Grímsdóttir
Hún leit til mín og brosti.	Andrés_Indriðason
Skilur ekki sína eigin vonsku.	Vigdís_Grímsdóttir
Fæ henni drenginn.	Vigdís_Grímsdóttir
Það var dautt í honum.	Ólafur_Jóhann_Ólafsson
Tárin hrundu niður á bækurnar.	Eðvarð_Ingólfsson
Milli vina.	Andrés_Indriðason
Nudd er gott fyrir skrokkinn.	Ólafur_Jóhann_Ólafsson
Storka þeim.	Vigdís_Grímsdóttir
Hún er farin að reykja alltof mikið.	Vigdís_Grímsdóttir
„Allt í lagi“ svaraði Engilbert, öldungis grunlaus.	Guðlaug_Richter
Þannig eru tímarnir, hefði ég sagt.	Ólafur_Jóhann_Ólafsson
Og strýk hana.	Vigdís_Grímsdóttir
Já, svona tengdust staðirnir á ýmsum sviðum.	Eðvarð_Ingólfsson
Bent á mennina mína.	Vigdís_Grímsdóttir
Þau hafa komið sjaldan síðan ég fór.	Vigdís_Grímsdóttir
Þau höfðu kennt foreldrum okkar.	Lena_og_Árni_Bergmann
Nema þetta sé ekki hún.	Vigdís_Grímsdóttir
Til hvers eru þeir að þessu?	Ólafur_Jóhann_Ólafsson
„Stundum“ 	Ólafur_Jóhann_Ólafsson
Kannski vídeótæki.	Andrés_Indriðason
Jóra fór til Gamla.	Guðlaug_Richter
Og hún fiskur í neti.	Vigdís_Grímsdóttir
Þú ert farinn að hressast, þykir mér!	Andrés_Indriðason
Nú ber ég smyrsl á sárin.	Vigdís_Grímsdóttir
Þá veit ég hvað við gerum!	Andrés_Indriðason
Karitas bar alltaf blak af Gerði.	Elín_Pálmadóttir
Er þetta ekki eina færa leiðin?	Lena_og_Árni_Bergmann
Ráð mín duga henni ekki.	Vigdís_Grímsdóttir
Nei, heyrðu mig nú!	Andrés_Indriðason
Ég hugsaði mikið um skólann.	Eðvarð_Ingólfsson
Sátt við sjálfa sig.	Vigdís_Grímsdóttir
Ræðan hélt áfram:	Andrés_Indriðason
Barnið í mér er ormur.	Vigdís_Grímsdóttir
Þau gátu kúrt hér óáreitt.	Vigdís_Grímsdóttir
Starfið kom alltaf á eftir.	Elín_Pálmadóttir
Þú þarft ekkert að óttast.	Andrés_Indriðason
Þeir hafa talað saman.	Andrés_Indriðason
Ég læt þig vita.	Ólafur_Jóhann_Ólafsson
En það er ekki auðvelt.	Ólafur_Jóhann_Ólafsson
Hún er bjartsýn.	Vigdís_Grímsdóttir
Vini sínum.	Vigdís_Grímsdóttir
En öllum þótti vænt um hann.	Eðvarð_Ingólfsson
Hvað finnst þér um það?	Vigdís_Grímsdóttir
Og yfirferð.	Sigmundur_Ernir_Rúnarsson
Fór svo inn í eldhús.	Andrés_Indriðason
Þetta er það sem ég vil.	Vigdís_Grímsdóttir
Nei vinur.	Vigdís_Grímsdóttir
Og mun aldrei gera.	Vigdís_Grímsdóttir
En hún mun sakna hans.	Vigdís_Grímsdóttir
Málið er þó ekki úr sögunni.	Elín_Pálmadóttir
Við sóttum allar nýjar sýningar öll saman.	Lena_og_Árni_Bergmann
En nú ert þú hjá mér.	Andrés_Indriðason
sagði hann.	Lena_og_Árni_Bergmann
Vertu velkomin Ísbjörg mín, segir amman.	Vigdís_Grímsdóttir
Við hættum að borða.	Vigdís_Grímsdóttir
„Hvað á að vera í matinn?“ 	Guðlaug_Richter
Hver smitar hvern?	Eðvarð_Ingólfsson
Þú krýpur fyrir framan mig.	Vigdís_Grímsdóttir
Leitað lengra aftur.	Ólafur_Jóhann_Ólafsson
Hér heyrir maður nú margt, hvíslaði hún.	Andrés_Indriðason
Leggst upp að skugga sínum.	Vigdís_Grímsdóttir
Það er nú gott að heyra.	Andrés_Indriðason
Þú ert brunnur minn.	Vigdís_Grímsdóttir
franka útborgun.	Elín_Pálmadóttir
Ég finn að ég óttast svarið.	Vigdís_Grímsdóttir
Og hér er allt að róast.	Sigmundur_Ernir_Rúnarsson
Hér segi ég aðeins satt.	Vigdís_Grímsdóttir
Þeim geðjast vel að Gerði.	Elín_Pálmadóttir
En mér leið ágætlega þar.	Guðlaug_Richter
Hvernig líst þér á það, maður?	Guðlaug_Richter
Mjúkur einsog litur himinsins.	Vigdís_Grímsdóttir
Dugði kannski að leggjast bara á grúfu?	Andrés_Indriðason
Hún veit að það finnst honum ekki.	Vigdís_Grímsdóttir
Við þögðum.	Ólafur_Jóhann_Ólafsson
Hann brosti: „Það er hún“ 	Ólafur_Jóhann_Ólafsson
Að við skyldum hvorugt eiga foreldra.	Vigdís_Grímsdóttir
Það fer ekkert eftir stærðinni.	Andrés_Indriðason
Hún greinir pirring í röddinni.	Vigdís_Grímsdóttir
Áttu afmæli?	Andrés_Indriðason
Hann er enginn prins.	Vigdís_Grímsdóttir
En hún er mér stór.	Vigdís_Grímsdóttir
Íbúðin stóð auð allan tímann.	Vigdís_Grímsdóttir
Síðan hvenær er hann orðinn heilagur?	Ólafur_Jóhann_Ólafsson
Hún sneri sér aftur að mér.	Andrés_Indriðason
Það var grátt.	Ólafur_Jóhann_Ólafsson
Þær höfðu sérstaka bjöllu, systurnar, við útidyrnar.	Andrés_Indriðason
Þá sagði hann okkur að fara.	Vigdís_Grímsdóttir
„Ég er þess beinlínis fullviss“ 	Ólafur_Jóhann_Ólafsson
Sýndu þolinmæði.	Vigdís_Grímsdóttir
Hann kinkar kolli.	Andrés_Indriðason
Nú vantar klukkuna fimmtán mínútur í tólf.	Steinunn_Sigurðardóttir
Og aftur sé ég varir hennar bærast.	Vigdís_Grímsdóttir
Hún lifir enn í hárri elli.	Eðvarð_Ingólfsson
En þú?	Andrés_Indriðason
Hún hló að öllu, sama hvað var.	Andrés_Indriðason
Allur stiginn fram undan.	Sigmundur_Ernir_Rúnarsson
„Já, það man ég“ 	Ólafur_Jóhann_Ólafsson
Skrímslið fellur.	Vigdís_Grímsdóttir
Ekki margt.	Vigdís_Grímsdóttir
Og hann var léttur þá.	Vigdís_Grímsdóttir
Þessi hermaður er góður vinur minn.	Andrés_Indriðason
Hún lýtur ofan að mér.	Vigdís_Grímsdóttir
Mig langar til að hitta þig.	Vigdís_Grímsdóttir
Tókst þú fuglinn úr búrinu?	Andrés_Indriðason
Nú skal segja ykkur dálítið sérstaka sögu.	Eðvarð_Ingólfsson
Já, lagsi.	Andrés_Indriðason
Stjáni flýtti sér að segja já.	Guðlaug_Richter
Og þú varst að biðja um hníf?	Andrés_Indriðason
Þeir borguðu þér vel.	Ólafur_Jóhann_Ólafsson
Ég hef Adolf mér til samlætis.	Andrés_Indriðason
„Hver veit?“ 	Ólafur_Jóhann_Ólafsson
Hljóta alltaf að verða það.	Vigdís_Grímsdóttir
Ekki stunu.	Vigdís_Grímsdóttir
Einn daginn hefur hann fengið sér göngu.	Elín_Pálmadóttir
Svo eru það tukthúsin.	Eðvarð_Ingólfsson
Hann hafði heyrt þennan söng oft áður.	Ólafur_Jóhann_Ólafsson
Alltaf jafn spræk og fjörug.	Sigmundur_Ernir_Rúnarsson
Alltíeinu rís konan upp.	Vigdís_Grímsdóttir
Hvert eruð þið að fara?	Vigdís_Grímsdóttir
„Talaðu ekki svona um hann“ 	Ólafur_Jóhann_Ólafsson
Hvað hafði ég þá eiginlega gert honum?	Sigmundur_Ernir_Rúnarsson
Allt sem þú getur grafið upp.	Ólafur_Jóhann_Ólafsson
Við tókumst í hendur upp á það.	Ólafur_Jóhann_Ólafsson
Skyldi hún hafa sofnað þarna undir veggnum?	Guðlaug_Richter
Og samt settist þessi söknuður að mér.	Ólafur_Jóhann_Ólafsson
Ég reyndi að ná ítölsku svipmóti.	Elín_Pálmadóttir
Hún vissi líka, hver stóð fyrir lekanum.	Ólafur_Jóhann_Ólafsson
Mér liggur ekkert á.	Andrés_Indriðason
Adolf sat hinn spakasti á prikinu.	Andrés_Indriðason
Hann segir það þrisvar.	Vigdís_Grímsdóttir
Og orkunnar sá víða stað.	Sigmundur_Ernir_Rúnarsson
Því fór fjarri.	Ólafur_Jóhann_Ólafsson
Skellur í vatninu.	Vigdís_Grímsdóttir
Þú varst sú fyrsta í kvöld.	Vigdís_Grímsdóttir
Norskum döllum.	Andrés_Indriðason
Nálgast höfnina.	Vigdís_Grímsdóttir
Ég tala við þá þegar ég þarf.	Andrés_Indriðason
Ísbjörg skilur hana kannski ekki núna.	Vigdís_Grímsdóttir
Hún lokar dyrunum á eftir sér.	Vigdís_Grímsdóttir
Þetta var meira en Stjáni þoldi.	Guðlaug_Richter
Ég gerði það.	Andrés_Indriðason
Og hló.	Andrés_Indriðason
Þú kannt að hlusta.	Vigdís_Grímsdóttir
Hún stendur í dyrunum.	Vigdís_Grímsdóttir
þetta dekk?	Andrés_Indriðason
Guð greinilega styggst við.	Vigdís_Grímsdóttir
Ég þekki ekkert af þessu.	Vigdís_Grímsdóttir
Hvaða framtíð á hún?	Sigmundur_Ernir_Rúnarsson
Blessuð góða.	Andrés_Indriðason
Ýmis ritsöfn prýða hillurnar.	Vigdís_Grímsdóttir
Já, stoppar hún aldrei?	Sigmundur_Ernir_Rúnarsson
Mér líka orð hennar illa:	Vigdís_Grímsdóttir
Ísbjörg man að hún hafði góðar tölur.	Vigdís_Grímsdóttir
Sjá hvað?	Andrés_Indriðason
Losnar ekki við hann.	Vigdís_Grímsdóttir
Hún hristi höfuðið.	Andrés_Indriðason
Af hverju segirðu það?	Andrés_Indriðason
Að svo búnu fylgdi ég henni heim.	Lena_og_Árni_Bergmann
Ekki gefast upp!	Eðvarð_Ingólfsson
Hann hafði lengi haft óbeit á henni.	Ólafur_Jóhann_Ólafsson
En ég elska hana.	Vigdís_Grímsdóttir
Það er samþykkis- kyrrð.	Vigdís_Grímsdóttir
Bara hreint ekki neitt.	Vigdís_Grímsdóttir
Sumir krakkar hlógu og tóku fyrir nefið.	Guðlaug_Richter
Þykir hart að verða að gera þetta.	Vigdís_Grímsdóttir
Það var ekkert annað hægt að gera.	Eðvarð_Ingólfsson
„Hefurðu borðað eitthvað í morgun?“ 	Ólafur_Jóhann_Ólafsson
Að leita mér að vinnu, skilurðu.	Vigdís_Grímsdóttir
Sérðu það?	Vigdís_Grímsdóttir
Bjarni hlýddi því strax.	Eðvarð_Ingólfsson
Hláturinn ískraði í henni.	Andrés_Indriðason
Spor mín létt.	Vigdís_Grímsdóttir
Eins og hann þénar!	Andrés_Indriðason
Finnst hringla í honum.	Vigdís_Grímsdóttir
Og augu þín einsog gler.	Vigdís_Grímsdóttir
Hún er frjáls núna.	Vigdís_Grímsdóttir
allir finnum við fyrir honum.	Ólafur_Jóhann_Ólafsson
Þessi vinnukona skiptir sér af öllu.	Guðlaug_Richter
Hafði hann gert eitthvað af sér?	Andrés_Indriðason
Einsog allir læðist.	Vigdís_Grímsdóttir
Og ekki Gugga og Högna heldur.	Andrés_Indriðason
Þar var hún algerlega óskrifað blað.	Sigmundur_Ernir_Rúnarsson
Stjáni leit á Geir.	Guðlaug_Richter
Eða svo segir hann.	Andrés_Indriðason
Ertu frá þér, pabbi minn?	Andrés_Indriðason
Var þetta eðlilegt?	Sigmundur_Ernir_Rúnarsson
Lét augun líða um hálfrokkið herbergið.	Andrés_Indriðason
Gott er að vera einn.	Vigdís_Grímsdóttir
segir hún dauflega.	Vigdís_Grímsdóttir
Þetta er ekkert til að hlæja að!	Andrés_Indriðason
Ekkert er nema hrúgaldið.	Vigdís_Grímsdóttir
Hvaðan koma þessi hljóð?	Andrés_Indriðason
Andlit Þórhildar gránar.	Vigdís_Grímsdóttir
Þannig hefur það alltaf verið.	Vigdís_Grímsdóttir
Aðrir geta gert það.	Vigdís_Grímsdóttir
Leggjast þreyttir til svefns.	Vigdís_Grímsdóttir
